document,topic,gamma,amount,ele_code
1821766,10,0.041666667,294280,8060
1954967,10,0.040345821,495993,1997
2139901,10,0.04,NA,NA
1955109,10,0.039634146,5.00E+05,1997
1806323,10,0.039039039,499997,"1997, 7261"
1903423,10,0.038167939,499164,8060
2123024,10,0.037735849,59286,1668
2000750,10,0.037572254,512509,7980
1761158,10,0.037344398,477224,7980
2126023,10,0.036437247,349948,162Y
1822567,10,0.035714286,420377,1668
1946493,10,0.034920635,837422,1668
1854494,10,0.034334764,32940,8060
1922169,10,0.034220532,2391193,1668
1914771,10,0.033195021,1683319,1668
1912753,10,0.033175355,481360,8060
1806698,10,0.032876712,497820,"1997, 7261, 9150"
2039288,10,0.032786885,299990,8060
1946619,10,0.032,1290495,1668
1921485,10,0.031847134,2445818,1668
2114660,10,0.031545741,304761,162Y
2114981,10,0.030716724,299481,8060
1856394,10,0.030487805,499957,"1997, 7261"
2015554,10,0.030405405,399999,8060
2000599,10,0.030395137,831276,7980
1856189,10,0.03021148,499797,"1997, 7261"
2028397,10,0.029850746,397826,8060
1921813,10,0.029411765,2383240,1668
1855925,10,0.029304029,499174,"1997, 7261"
1760894,10,0.029255319,2474180,7980
2100134,10,0.029239766,399826,1668
2025257,10,0.029032258,228379,162Y
2043324,10,0.028673835,1917081,1668
2105718,10,0.028248588,442383,1997
1856302,10,0.027777778,499835,"1997, 7261"
2043022,10,0.027692308,957943,
1856384,10,0.027522936,499898,"1997, 7261"
1723734,10,0.026666667,499287,1668
1753900,10,0.026143791,4164665,1668
1954836,10,0.025396825,497799,1997
1820666,10,0.025316456,882952,1668
1903152,10,0.025316456,36907,7261
1954776,10,0.025270758,512063,1997
1753681,10,0.025236593,3003088,1668
2039616,10,0.025236593,335982,8060
1946537,10,0.025,1457244,1668
2041970,10,0.024734982,299945,8060
1806705,10,0.024734982,580188,1997
2039583,10,0.024169184,3.00E+05,8060
2114808,10,0.024096386,299987,8060
1821560,10,0.023923445,299999,8060
1926736,10,0.023880597,393394,"7980, 8624"
2000388,10,0.02359882,1328108,"7645, 7980"
1954923,10,0.023323615,5.00E+05,1997
2117073,10,0.023178808,492892,8060
2039605,10,0.02310231,299566,8060
2039408,10,0.023076923,299810,8060
2048018,10,0.02247191,245220,7980
1806908,10,0.022364217,490101,"1997, 7261"
1954259,10,0.022222222,499145,8060
2121898,10,0.021818182,227519,162Y
2115008,10,0.02173913,297575,8060
1928820,10,0.021428571,233212,7261
1937251,10,0.021212121,1195630,"162Y, 7980"
1946650,10,0.021021021,976616,1668
1955062,10,0.020958084,389619,1997
2054920,10,0.020833333,NA,NA
2100355,10,0.020710059,487909,7980
2105489,10,0.020671835,499870,1997
1920550,10,0.020618557,1421955,7980
2032292,10,0.020348837,4.00E+05,
2114911,10,0.020338983,299557,8060
1927550,10,0.02016129,481761,8060
2030148,10,0.020134228,200466,1997
1821829,10,0.020100503,299998,8060
2105721,10,0.020050125,499749,1997
2140003,10,0.02,NA,NA
1926789,10,0.019762846,999834,"7980, 8624"
1855978,10,0.019753086,389708,"1997, 7261"
1946607,10,0.019354839,1634366,1668
1954978,10,0.019354839,5.00E+05,1997
2032122,10,0.018987342,145000,7980
2042700,10,0.018987342,2200200,1668
1937490,10,0.018796992,1425654,7980
1806815,10,0.01875,499908,"1997, 7261"
2042416,10,0.018691589,1396284,1668
2042996,10,0.018587361,954746,1668
1900210,10,0.018181818,3.00E+05,8060
2031066,10,0.017921147,263216,7980
1820640,10,0.017857143,497000,1668
2125483,10,0.017777778,349948,162Y
1946553,10,0.017667845,1756591,1668
2126059,10,0.017605634,325009,162Y
1754014,10,0.016949153,3133673,1668
1754054,10,0.016877637,2502208,1668
1937738,10,0.016835017,342101,7980
2025349,10,0.016722408,232866,162Y
1921576,10,0.016611296,2732877,1668
1806593,10,0.016548463,478443,"1997, 7261"
2043250,10,0.016393443,1540696,1668
1943041,10,0.016260163,290745,7980
1921726,10,0.016233766,4191301,1668
2043104,10,0.016129032,1324935,1668
1821788,10,0.016042781,315984,8060
1954946,10,0.016025641,499978,1997
1947295,10,0.015923567,444665,8060
1946626,10,0.015873016,922706,1668
1821822,10,0.015789474,363999,8060
1821666,10,0.015748031,3.00E+05,8060
1806889,10,0.01572327,NA,NA
1946599,10,0.015673981,1650474,1668
2114824,10,0.015625,312568,"054y, 8060"
1821780,10,0.015625,308000,"1668, 8060"
2039637,10,0.015384615,299987,8060
1934285,10,0.015384615,498907,8060
2043237,10,0.01529052,1422198,1668
2041856,10,0.015151515,554762110,7172
1922291,10,0.014925373,2026410,1668
2043084,10,0.014814815,1518705,1668
2041788,10,0.014814815,299777,8060
2039354,10,0.014652015,313881,8060
1956193,10,0.014563107,NA,NA
1821794,10,0.014354067,299998,8060
2105555,10,0.014336918,332184,1997
2114200,10,0.014234875,399674,8060
1835309,10,0.01396648,999375,"7980, 8624"
1821775,10,0.013824885,299977,8060
1856346,10,0.01369863,959082,"1997, 7261"
1946557,10,0.01369863,1062699,1668
1820686,10,0.01369863,498425,1668
1901733,10,0.013605442,43831,8060
1821753,10,0.013574661,299935,8060
2114974,10,0.013513514,299934,8060
2126031,10,0.013245033,293442,162Y
1921840,10,0.013227513,2527837,1668
2017950,10,0.013157895,200562,7980
1914613,10,0.012987013,497356,"7412, 8060"
2025162,10,0.012861736,348866,162Y
2114936,10,0.012779553,NA,NA
2024020,10,0.012779553,313087,162Y
1820609,10,0.012711864,499594,1668
1956114,10,0.012605042,828194,7980
2043302,10,0.012539185,907904,1668
2105251,10,0.012307692,5.00E+05,1997
1915780,10,0.012295082,522175,8060
2039606,10,0.012269939,308000,8060
1806874,10,0.012269939,490804,"1997, 7261"
2105254,10,0.012232416,NA,NA
1750038,10,0.011857708,2170960,1668
2043095,10,0.01179941,1352250,1668
1937778,10,0.01179941,385300,"162Y, 7980"
2037658,10,0.011764706,4.00E+05,8060
1922072,10,0.011673152,2574236,1668
1949922,10,0.011583012,318639,7980
1846321,10,0.011494253,379809,7980
2029632,10,0.011494253,4.00E+05,8060
1920529,10,0.011494253,673249,7980
1844136,10,0.011494253,250685,8060
2113955,10,0.011450382,299999,8060
2000847,10,0.011396011,690027,7980
2025686,10,0.011363636,NA,NA
1820685,10,0.011235955,499964,1668
1760884,10,0.010964912,499996,7980
1937714,10,0.010909091,349667,7980
1754085,10,0.010526316,2209592,1668
1806607,10,0.010416667,598989,"1997, 7261"
2039445,10,0.010380623,3.00E+05,8060
1761008,10,0.010380623,2534716,7980
2114892,10,0.010344828,299993,8060
2104532,10,0.010309278,399986,8060
1821841,10,0.01025641,279448,8060
2100139,10,0.010238908,1334745,"125Y, 7980"
2100343,10,0.010204082,655321,7980
2039610,10,0.010204082,3.00E+05,8060
2025046,10,0.010152284,277359,162Y
1821744,10,0.010152284,3.00E+05,8060
2105661,10,0.009584665,420299,1997
2054968,10,0.009584665,113025,8060
2038483,10,0.009493671,297719,8060
2114680,10,0.009463722,298214,8060
1946442,10,0.009375,1617544,1668
2100155,10,0.009345794,764191,7980
2125940,10,0.009259259,335948,162Y
1761249,10,0.009202454,492531,7980
2113803,10,0.009202454,299995,8060
2000483,10,0.009174312,939673,7980
1753983,10,0.009049774,3080555,1668
1855886,10,0.008982036,499649,"1997, 7261"
1919004,10,0.008928571,541524,8060
2039634,10,0.008902077,3.00E+05,8060
1951688,10,0.008522727,533658,8060
1842678,10,0.008474576,20000,1668
1922202,10,0.008474576,2324333,"1668, 8060"
1953525,10,0.008264463,1376908,"1997, 7980"
1907537,10,0.008196721,320446,8060
1931800,10,0.008163265,499595,8060
2037360,10,0.008130081,236486,"162y, 7980"
1919326,10,0.008108108,694964,7980
1820531,10,0.008,5.00E+05,1668
2011117,10,0.007968127,415999,8060
1819521,10,0.007874016,NA,NA
1824258,10,0.007843137,299947,8060
2115028,10,0.007722008,297712,8060
2122416,10,0.00754717,499971,8060
2030313,10,0.007444169,163033,1997
1842074,10,0.007352941,NA,NA
1820573,10,0.007246377,499853,1668
2055062,10,0.007220217,1109100,7980
1842287,10,0.007168459,568831,"1536, 1668, 7412"
2113981,10,0.007142857,399974,1668
2000865,10,0.007117438,496963,7980
2112689,10,0.006968641,48765,7980
1806664,10,0.006896552,433997,"1997, 7261"
1841792,10,0.006896552,246863,7980
1760993,10,0.006849315,1465787,7980
2024584,10,0.006802721,193853,162Y
1842096,10,0.006578947,7564135,"1536, 1668, 7412"
2113839,10,0.006535948,215000,8060
2105801,10,0.006535948,391012,8060
2115025,10,0.006451613,299941,8060
2039612,10,0.006410256,299923,8060
2114789,10,0.006369427,3.00E+05,8060
1922270,10,0.006329114,849138,1668
1941415,10,0.006134969,1658202,1668
2114952,10,0.006116208,3.00E+05,8060
1922398,10,0.006116208,2574805,1668
2023234,10,0.005952381,349552,162Y
2041960,10,0.005665722,316000,8060
2043106,10,0.005602241,1383804,
2042882,10,0.005540166,1348615,1668
1937612,10,0.005494505,998257,7980
1912474,10,0.005434783,1367185,7980
1760831,10,0.005089059,733392,7980
1920560,10,0.004854369,1489273,7980
2126031,11,0.493377483,293442,162Y
1937714,11,0.483636364,349667,7980
1937738,11,0.468013468,342101,7980
2100155,11,0.45482866,764191,7980
2112689,11,0.445993031,48765,7980
2125940,11,0.441358025,335948,162Y
2025349,11,0.431438127,232866,162Y
1949922,11,0.420849421,318639,7980
2114660,11,0.41955836,304761,162Y
2024584,11,0.408163265,193853,162Y
1937778,11,0.398230088,385300,"162Y, 7980"
2126059,11,0.397887324,325009,162Y
2025046,11,0.395939086,277359,162Y
2025257,11,0.377419355,228379,162Y
2000750,11,0.355491329,512509,7980
1953525,11,0.334710744,1376908,"1997, 7980"
2025162,11,0.334405145,348866,162Y
2126023,11,0.331983806,349948,162Y
2024020,11,0.325878594,313087,162Y
2023234,11,0.294642857,349552,162Y
1937490,11,0.285714286,1425654,7980
2037360,11,0.284552846,236486,"162y, 7980"
2125483,11,0.248888889,349948,162Y
2017950,11,0.245614035,200562,7980
1846321,11,0.24137931,379809,7980
1920550,11,0.240549828,1421955,7980
2000865,11,0.234875445,496963,7980
2100343,11,0.231292517,655321,7980
2100139,11,0.218430034,1334745,"125Y, 7980"
1761249,11,0.217791411,492531,7980
2054920,11,0.201388889,NA,NA
2000388,11,0.200589971,1328108,"7645, 7980"
1760894,11,0.191489362,2474180,7980
2048018,11,0.191011236,245220,7980
1920560,11,0.189320388,1489273,7980
2121898,11,0.181818182,227519,162Y
1760993,11,0.167808219,1465787,7980
2100355,11,0.156804734,487909,7980
1760831,11,0.155216285,733392,7980
2000599,11,0.155015198,831276,7980
2000847,11,0.153846154,690027,7980
2100234,11,0.153354633,882756,7980
2000483,11,0.152905199,939673,7980
1937251,11,0.139393939,1195630,"162Y, 7980"
2055062,11,0.137184116,1109100,7980
1761251,11,0.134831461,169057,7980
2105489,11,0.134366925,499870,1997
2031066,11,0.129032258,263216,7980
2032122,11,0.113924051,145000,7980
2030148,11,0.10738255,200466,1997
1928820,11,0.107142857,233212,7261
1920529,11,0.103448276,673249,7980
1760884,11,0.100877193,499996,7980
2120888,11,0.097765363,459224,162Y
1856346,11,0.092465753,959082,"1997, 7261"
1761158,11,0.091286307,477224,7980
1937612,11,0.090659341,998257,7980
2039612,11,0.086538462,299923,8060
1761008,11,0.08650519,2534716,7980
1943041,11,0.085365854,290745,7980
1954978,11,0.077419355,5.00E+05,1997
1824258,11,0.074509804,299947,8060
1806698,11,0.073972603,497820,"1997, 7261, 9150"
2030313,11,0.071960298,163033,1997
2105635,11,0.06918239,499997,1997
2125748,11,0.068010076,2984140,1997
2105721,11,0.067669173,499749,1997
1940221,11,0.06626506,83755,7980
1841792,11,0.065517241,246863,7980
2113955,11,0.064885496,299999,8060
2028426,11,0.064814815,399203,"055Y, 1998, 8060"
1807056,11,0.0625,498950,"1997, 7261"
2041856,11,0.060606061,554762110,7172
1955062,11,0.05988024,389619,1997
1754092,11,0.059259259,4099434,1668
2032292,11,0.058139535,4.00E+05,
2138250,11,0.055737705,99879,1997
2105801,11,0.055555556,391012,8060
1806607,11,0.0546875,598989,"1997, 7261"
2105555,11,0.053763441,332184,1997
1856384,11,0.051987768,499898,"1997, 7261"
1919326,11,0.051351351,694964,7980
1821780,11,0.05078125,308000,"1668, 8060"
1954776,11,0.050541516,512063,1997
1822030,11,0.049180328,37167,"1997, 7980"
2125644,11,0.048387097,3.00E+06,1997
2114981,11,0.04778157,299481,8060
2039606,11,0.04601227,308000,8060
1821753,11,0.045248869,299935,8060
1926736,11,0.044776119,393394,"7980, 8624"
2039610,11,0.044217687,3.00E+05,8060
2114824,11,0.04296875,312568,"054y, 8060"
1856302,11,0.041666667,499835,"1997, 7261"
1842096,11,0.039473684,7564135,"1536, 1668, 7412"
2114200,11,0.039145907,399674,8060
2125606,11,0.039106145,2.00E+06,1997
1922598,11,0.03874092,2999928,"1997, 7261"
1807086,11,0.038123167,124413,1997
1954836,11,0.038095238,497799,1997
1900210,11,0.036363636,3.00E+05,8060
1835309,11,0.036312849,999375,"7980, 8624"
1927550,11,0.036290323,481761,8060
1856189,11,0.036253776,499797,"1997, 7261"
2125295,11,0.035502959,2999513,1997
1922639,11,0.035040431,2999967,"1997, 7261"
2114789,11,0.035031847,3.00E+05,8060
1922658,11,0.035031847,3.00E+06,1997
1806664,11,0.034482759,433997,"1997, 7261"
1903423,11,0.034351145,499164,8060
2041960,11,0.033994334,316000,8060
2113803,11,0.033742331,299995,8060
1956114,11,0.033613445,828194,7980
2125733,11,0.033536585,3.00E+06,1997
1821560,11,0.033492823,299999,8060
2125921,11,0.032934132,1969598,"1997, 7959"
2039288,11,0.032786885,299990,8060
1842287,11,0.032258065,568831,"1536, 1668, 7412"
1922551,11,0.031976744,2998051,"1997, 7261"
2021874,11,0.031890661,2999878,1997
1821822,11,0.031578947,363999,8060
2039616,11,0.031545741,335982,8060
1820640,11,0.03125,497000,1668
2039408,11,0.030769231,299810,8060
1946650,11,0.03003003,976616,1668
1922202,11,0.029661017,2324333,"1668, 8060"
2043104,11,0.029569892,1324935,1668
2125684,11,0.029484029,1999736,1997
2100134,11,0.029239766,399826,1668
1914613,11,0.029220779,497356,"7412, 8060"
1956193,11,0.029126214,NA,NA
1954946,11,0.028846154,499978,1997
1954967,11,0.028818444,495993,1997
1806908,11,0.028753994,490101,"1997, 7261"
1954259,11,0.028571429,499145,8060
2125528,11,0.028571429,2999967,1997
2025686,11,0.028409091,NA,NA
2021900,11,0.028328612,2994994,1997
2125510,11,0.028089888,1999902,1997
2125764,11,0.027863777,3.00E+06,"107Y, 1997"
2125727,11,0.027692308,2998922,1997
1821775,11,0.02764977,299977,8060
1819521,11,0.027559055,NA,NA
2125913,11,0.027272727,3.00E+06,1997
1753983,11,0.027149321,3080555,1668
2022036,11,0.026829268,2998915,1997
2039605,11,0.02640264,299566,8060
2125868,11,0.026378897,2999658,"104Y, 1997"
1922579,11,0.026229508,2822789,"1997, 7261"
1754014,11,0.025423729,3133673,1668
1828466,11,0.025396825,2998314,"1997, 7261"
2022168,11,0.025210084,3.00E+06,1997
1931724,11,0.025210084,532000,8060
2043324,11,0.025089606,1917081,1668
1934782,11,0.025,316000,1668
1806904,11,0.024647887,440743,"1997, 7261"
2114808,11,0.024096386,299987,8060
1855886,11,0.023952096,499649,"1997, 7261"
1926789,11,0.023715415,999834,"7980, 8624"
2123024,11,0.023584906,59286,1668
1922687,11,0.023316062,2998770,"1997, 7261"
2117073,11,0.023178808,492892,8060
2042882,11,0.022160665,1348615,1668
2125858,11,0.022038567,2415108,1997
2043302,11,0.021943574,907904,1668
1820573,11,0.02173913,499853,1668
1855841,11,0.021201413,331009,"1997, 7261"
2021693,11,0.021164021,2748866,1997
1922180,11,0.021126761,2764115,1668
1922649,11,0.021108179,2999967,"1997, 7261"
1806323,11,0.021021021,499997,"1997, 7261"
1921813,11,0.021008403,2383240,1668
1922004,11,0.020997375,3.00E+06,"1997, 7261"
1821766,11,0.020833333,294280,8060
1915780,11,0.020491803,522175,8060
1931800,11,0.020408163,499595,8060
1821744,11,0.020304569,3.00E+05,8060
2125677,11,0.020100503,3.00E+06,1997
1821829,11,0.020100503,299998,8060
2139901,11,0.02,NA,NA
2140003,11,0.02,NA,NA
1829071,11,0.019672131,3.00E+06,"1997, 7261"
1922694,11,0.019607843,2998456,"1997, 7261"
1753900,11,0.019607843,4164665,1668
1828942,11,0.019498607,2907236,"1997, 7261"
1828820,11,0.019444444,2997865,"1997, 7261"
1829075,11,0.019230769,2899112,"1997, 7261, 7699"
2105661,11,0.019169329,420299,1997
1821794,11,0.019138756,299998,8060
2021585,11,0.018927445,2400000,1997
1806889,11,0.018867925,NA,NA
1946599,11,0.018808777,1650474,1668
1848789,11,0.018808777,30258,1997
1820685,11,0.018726592,499964,1668
2043084,11,0.018518519,1518705,1668
1842074,11,0.018382353,NA,NA
2105726,11,0.018348624,458240,1997
1855925,11,0.018315018,499174,"1997, 7261"
1955109,11,0.018292683,5.00E+05,1997
1829008,11,0.018181818,2993421,"1997, 7261"
2113981,11,0.017857143,399974,1668
1919004,11,0.017857143,541524,8060
1723734,11,0.017777778,499287,1668
1806705,11,0.017667845,580188,1997
2125362,11,0.01758794,1994676,1997
1754085,11,0.01754386,2209592,1668
1855978,11,0.017283951,389708,"1997, 7261"
2104532,11,0.017182131,399986,8060
1854494,11,0.017167382,32940,8060
2105718,11,0.016949153,442383,1997
1820609,11,0.016949153,499594,1668
1754054,11,0.016877637,2502208,1668
1914771,11,0.01659751,1683319,1668
1946557,11,0.016438356,1062699,1668
1907537,11,0.016393443,320446,8060
1828974,11,0.016085791,3020324,"1997, 7261"
1821788,11,0.016042781,315984,8060
1820531,11,0.016,5.00E+05,1668
2011117,11,0.015936255,415999,8060
1921485,11,0.015923567,2445818,1668
1947295,11,0.015923567,444665,8060
1946626,11,0.015873016,922706,1668
1821666,11,0.015748031,3.00E+05,8060
1828822,11,0.015673981,3018896,"1997, 7261"
2042416,11,0.015576324,1396284,1668
1922072,11,0.015564202,2574236,1668
1828288,11,0.015463918,2995676,"1997, 9150"
2115028,11,0.015444015,297712,8060
2043022,11,0.015384615,957943,
2105251,11,0.015384615,5.00E+05,1997
1922398,11,0.01529052,2574805,1668
1856394,11,0.015243902,499957,"1997, 7261"
2122416,11,0.01509434,499971,8060
1828571,11,0.015015015,2998366,"1997, 7261"
2028397,11,0.014925373,397826,8060
1922291,11,0.014925373,2026410,1668
1922560,11,0.014880952,2999379,"1997, 7261"
2042996,11,0.014869888,954746,1668
2105723,11,0.014760148,5.00E+05,1997
2043095,11,0.014749263,1352250,1668
2039354,11,0.014652015,313881,8060
2115008,11,0.014492754,297575,8060
1922758,11,0.014450867,3.00E+06,"1997, 7261"
1912753,11,0.014218009,481360,8060
1828910,11,0.014204545,3057335,"1997, 7261"
1806593,11,0.014184397,478443,"1997, 7261"
2022190,11,0.014184397,3.00E+06,"104Y, 1997"
1946553,11,0.014134276,1756591,1668
2125906,11,0.014044944,2995850,1997
1946537,11,0.013888889,1457244,1668
1820686,11,0.01369863,498425,1668
2125865,11,0.01369863,2999920,1997
1901733,11,0.013605442,43831,8060
1912474,11,0.013586957,1367185,7980
2114974,11,0.013513514,299934,8060
2021628,11,0.013513514,3.00E+06,1997
1822567,11,0.013392857,420377,1668
1921840,11,0.013227513,2527837,1668
1946607,11,0.012903226,1634366,1668
1828993,11,0.012903226,3.00E+06,"1997, 7261"
1842678,11,0.012711864,20000,1668
1946493,11,0.012698413,837422,1668
1820666,11,0.012658228,882952,1668
1903152,11,0.012658228,36907,7261
1753681,11,0.012618297,3003088,1668
1806815,11,0.0125,499908,"1997, 7261"
1941415,11,0.012269939,1658202,1668
2114952,11,0.012232416,3.00E+05,8060
2039634,11,0.011869436,3.00E+05,8060
2021713,11,0.011730205,2998114,"054Y, 104Y, 1997"
1922697,11,0.011560694,3115884,"1997, 7261"
1922642,11,0.011527378,3.00E+06,"1997, 7261"
1844136,11,0.011494253,250685,8060
1922169,11,0.011406844,2391193,1668
2022040,11,0.011396011,2999525,1997
2021540,11,0.010989011,3.00E+06,1997
2114892,11,0.010344828,299993,8060
1821841,11,0.01025641,279448,8060
2114911,11,0.010169492,299557,8060
2015554,11,0.010135135,399999,8060
2125924,11,0.010067114,3.00E+06,"1253, 1997"
2043250,11,0.009836066,1540696,1668
1921726,11,0.00974026,4191301,1668
2022023,11,0.009615385,2999986,1997
2114936,11,0.009584665,NA,NA
2054968,11,0.009584665,113025,8060
2125758,11,0.009501188,2999701,1997
1922270,11,0.009493671,849138,1668
