document,topic,gamma,amount,ele_code
1828910,20,0.017045455,3057335,"1997, 7261"
2021900,20,0.016997167,2994994,1997
1820609,20,0.016949153,499594,1668
1820666,20,0.016877637,882952,1668
2125510,20,0.016853933,1999902,1997
1921813,20,0.016806723,2383240,1668
2030148,20,0.016778523,200466,1997
2125703,20,0.016759777,925924,1997
1835309,20,0.016759777,999375,"7980, 8624"
1922666,20,0.016620499,2980383,"1997, 7261"
2126031,20,0.016556291,293442,162Y
2022190,20,0.016548463,3.00E+06,"104Y, 1997"
1822030,20,0.016393443,37167,"1997, 7980"
1907537,20,0.016393443,320446,8060
1753900,20,0.016339869,4164665,1668
1821788,20,0.016042781,315984,8060
1946619,20,0.016,1290495,1668
2114936,20,0.015974441,NA,NA
1806908,20,0.015974441,490101,"1997, 7261"
1946626,20,0.015873016,922706,1668
2038483,20,0.015822785,297719,8060
2039616,20,0.015772871,335982,8060
1824258,20,0.015686275,299947,8060
2125940,20,0.015432099,335948,162Y
1821841,20,0.015384615,279448,8060
2113955,20,0.015267176,299999,8060
1821829,20,0.015075377,299998,8060
2125921,20,0.01497006,1969598,"1997, 7959"
2028397,20,0.014925373,397826,8060
2043095,20,0.014749263,1352250,1668
2039354,20,0.014652015,313881,8060
2115008,20,0.014492754,297575,8060
1846321,20,0.014367816,379809,7980
2125528,20,0.014285714,2999967,1997
2123024,20,0.014150943,59286,1668
1946553,20,0.014134276,1756591,1668
1828942,20,0.013927577,2907236,"1997, 7261"
1946537,20,0.013888889,1457244,1668
1821775,20,0.013824885,299977,8060
1828149,20,0.013774105,2999967,"1997, 7261"
2021540,20,0.013736264,3.00E+06,1997
2100343,20,0.013605442,655321,7980
2024584,20,0.013605442,193853,162Y
1901733,20,0.013605442,43831,8060
1821753,20,0.013574661,299935,8060
2114974,20,0.013513514,299934,8060
1919004,20,0.013392857,541524,8060
2139901,20,0.013333333,NA,NA
2117073,20,0.013245033,492892,8060
2039605,20,0.01320132,299566,8060
2017950,20,0.013157895,200562,7980
1842096,20,0.013157895,7564135,"1536, 1668, 7412"
2043250,20,0.013114754,1540696,1668
2138250,20,0.013114754,99879,1997
1922579,20,0.013114754,2822789,"1997, 7261"
2113839,20,0.013071895,215000,8060
1946607,20,0.012903226,1634366,1668
1828993,20,0.012903226,3.00E+06,"1997, 7261"
1954978,20,0.012903226,5.00E+05,1997
2024020,20,0.012779553,313087,162Y
1760831,20,0.012722646,733392,7980
1954259,20,0.012698413,499145,8060
1828822,20,0.012539185,3018896,"1997, 7261"
1934782,20,0.0125,316000,1668
1761158,20,0.012448133,477224,7980
1855978,20,0.012345679,389708,"1997, 7261"
2028426,20,0.012345679,399203,"055Y, 1998, 8060"
2125684,20,0.012285012,1999736,1997
2113803,20,0.012269939,299995,8060
1931800,20,0.012244898,499595,8060
2114952,20,0.012232416,3.00E+05,8060
1856384,20,0.012232416,499898,"1997, 7261"
2000599,20,0.012158055,831276,7980
1820531,20,0.012,5.00E+05,1668
2125872,20,0.011961722,3.00E+06,"1997, 9150"
2011117,20,0.011952191,415999,8060
2038029,20,0.011940299,3.00E+05,8060
1922560,20,0.011904762,2999379,"1997, 7261"
2125295,20,0.01183432,2999513,1997
1806593,20,0.011820331,478443,"1997, 7261"
1937778,20,0.01179941,385300,"162Y, 7980"
1821780,20,0.01171875,308000,"1668, 8060"
1934285,20,0.011538462,498907,8060
2039408,20,0.011538462,299810,8060
1920529,20,0.011494253,673249,7980
2041960,20,0.011331445,316000,8060
1829004,20,0.011173184,3069765,"1997, 7261"
1937612,20,0.010989011,998257,7980
2055062,20,0.010830325,1109100,7980
2126059,20,0.01056338,325009,162Y
1922649,20,0.01055409,2999967,"1997, 7261"
1754085,20,0.010526316,2209592,1668
1922004,20,0.010498688,3.00E+06,"1997, 7261"
2054920,20,0.010416667,NA,NA
1821766,20,0.010416667,294280,8060
2025349,20,0.010033445,232866,162Y
2105801,20,0.009803922,391012,8060
2039612,20,0.009615385,299923,8060
2100234,20,0.009584665,882756,7980
1821560,20,0.009569378,299999,8060
1848789,20,0.009404389,30258,1997
2039637,20,0.009230769,299987,8060
1761249,20,0.009202454,492531,7980
1955062,20,0.008982036,389619,1997
2032292,20,0.00872093,4.00E+05,
1854494,20,0.008583691,32940,8060
1951688,20,0.008522727,533658,8060
1956114,20,0.008403361,828194,7980
1931724,20,0.008403361,532000,8060
1829075,20,0.008241758,2899112,"1997, 7261, 7699"
2125865,20,0.008219178,2999920,1997
1819521,20,0.007874016,NA,NA
1761251,20,0.007490637,169057,7980
2041788,20,0.007407407,299777,8060
2105555,20,0.007168459,332184,1997
2000865,20,0.007117438,496963,7980
2041970,20,0.007067138,299945,8060
2039445,20,0.006920415,3.00E+05,8060
2114981,20,0.006825939,299481,8060
2039610,20,0.006802721,3.00E+05,8060
1760884,20,0.006578947,499996,7980
2115025,20,0.006451613,299941,8060
2054968,20,0.006389776,113025,8060
2114789,20,0.006369427,3.00E+05,8060
1946493,20,0.006349206,837422,1668
2043302,20,0.006269592,907904,1668
2039606,20,0.006134969,308000,8060
1955109,20,0.006097561,5.00E+05,1997
1828902,20,0.005934718,2994781,"1997, 7261"
2000388,20,0.005899705,1328108,"7645, 7980"
2022168,20,0.005602241,3.00E+06,1997
1760894,20,0.005319149,2474180,7980
1828010,20,0.005221932,2999997,"062Y, 1997, 7259, 7261"
2125362,20,0.005025126,1994676,1997
2022036,20,0.004878049,2998915,1997
1900210,21,0.336363636,3.00E+05,8060
2039288,21,0.22295082,299990,8060
2125510,21,0.207865169,1999902,1997
1922758,21,0.179190751,3.00E+06,"1997, 7261"
1821560,21,0.138755981,299999,8060
2125606,21,0.136871508,2.00E+06,1997
2125733,21,0.134146341,3.00E+06,1997
2105801,21,0.133986928,391012,8060
1821829,21,0.125628141,299998,8060
1828288,21,0.115979381,2995676,"1997, 9150"
2015554,21,0.111486486,399999,8060
1922649,21,0.110817942,2999967,"1997, 7261"
2125703,21,0.108938547,925924,1997
1854494,21,0.107296137,32940,8060
1829008,21,0.106060606,2993421,"1997, 7261"
2022040,21,0.102564103,2999525,1997
1821841,21,0.097435897,279448,8060
1931724,21,0.096638655,532000,8060
2125913,21,0.093939394,3.00E+06,1997
2022168,21,0.092436975,3.00E+06,1997
1821780,21,0.0859375,308000,"1668, 8060"
1922639,21,0.080862534,2999967,"1997, 7261"
1828869,21,0.07826087,2997405,"1997, 7261"
2022023,21,0.074519231,2999986,1997
1907537,21,0.069672131,320446,8060
2039354,21,0.058608059,313881,8060
1951688,21,0.056818182,533658,8060
1822567,21,0.053571429,420377,1668
1820609,21,0.050847458,499594,1668
1821744,21,0.050761421,3.00E+05,8060
2021540,21,0.049450549,3.00E+06,1997
1921726,21,0.048701299,4191301,1668
1828149,21,0.046831956,2999967,"1997, 7261"
1934782,21,0.045833333,316000,1668
1915780,21,0.045081967,522175,8060
2054968,21,0.044728435,113025,8060
2039634,21,0.044510386,3.00E+05,8060
2114892,21,0.04137931,299993,8060
1821666,21,0.039370079,3.00E+05,8060
2113981,21,0.039285714,399974,1668
1856302,21,0.038194444,499835,"1997, 7261"
1820666,21,0.037974684,882952,1668
2122416,21,0.037735849,499971,8060
1821788,21,0.037433155,315984,8060
2039583,21,0.036253776,3.00E+05,8060
1821753,21,0.036199095,299935,8060
2125868,21,0.035971223,2999658,"104Y, 1997"
1912474,21,0.035326087,1367185,7980
2037658,21,0.035294118,4.00E+05,8060
1806815,21,0.034375,499908,"1997, 7261"
1901733,21,0.034013605,43831,8060
2125727,21,0.033846154,2998922,1997
1821794,21,0.033492823,299998,8060
1912753,21,0.033175355,481360,8060
1922761,21,0.032345013,2999998,"1997, 7261"
1922270,21,0.03164557,849138,1668
1821822,21,0.031578947,363999,8060
1922512,21,0.03125,2999661,"1997, 7261"
2105718,21,0.031073446,442383,1997
2039606,21,0.030674847,308000,8060
1806874,21,0.030674847,490804,"1997, 7261"
1921813,21,0.029411765,2383240,1668
2025686,21,0.028409091,NA,NA
1806889,21,0.028301887,NA,NA
1828822,21,0.028213166,3018896,"1997, 7261"
1828942,21,0.027855153,2907236,"1997, 7261"
1946626,21,0.027777778,922706,1668
2039637,21,0.027692308,299987,8060
2125362,21,0.027638191,1994676,1997
1806698,21,0.02739726,497820,"1997, 7261, 9150"
2114824,21,0.02734375,312568,"054y, 8060"
2114974,21,0.027027027,299934,8060
2125483,21,0.026666667,349948,162Y
1922598,21,0.026634383,2999928,"1997, 7261"
2039612,21,0.025641026,299923,8060
1842678,21,0.025423729,20000,1668
2115008,21,0.025362319,297575,8060
2039616,21,0.025236593,335982,8060
2021585,21,0.025236593,2400000,1997
2043022,21,0.024615385,957943,
1856394,21,0.024390244,499957,"1997, 7261"
1921840,21,0.023809524,2527837,1668
2039610,21,0.023809524,3.00E+05,8060
1824258,21,0.023529412,299947,8060
2125924,21,0.023489933,3.00E+06,"1253, 1997"
2021713,21,0.023460411,2998114,"054Y, 104Y, 1997"
2117073,21,0.023178808,492892,8060
1949922,21,0.023166023,318639,7980
1954967,21,0.023054755,495993,1997
1821775,21,0.023041475,299977,8060
2043250,21,0.02295082,1540696,1668
1753900,21,0.022875817,4164665,1668
1753983,21,0.022624434,3080555,1668
2125906,21,0.02247191,2995850,1997
1829004,21,0.022346369,3069765,"1997, 7261"
2030313,21,0.022332506,163033,1997
1828820,21,0.022222222,2997865,"1997, 7261"
1848789,21,0.021943574,30258,1997
2017950,21,0.021929825,200562,7980
2100155,21,0.021806854,764191,7980
1820573,21,0.02173913,499853,1668
1761249,21,0.021472393,492531,7980
1941415,21,0.021472393,1658202,1668
2000865,21,0.021352313,496963,7980
2114200,21,0.021352313,399674,8060
1806705,21,0.021201413,580188,1997
1754014,21,0.021186441,3133673,1668
1806904,21,0.021126761,440743,"1997, 7261"
1754085,21,0.021052632,2209592,1668
2038029,21,0.020895522,3.00E+05,8060
1821766,21,0.020833333,294280,8060
1761008,21,0.020761246,2534716,7980
1914771,21,0.020746888,1683319,1668
2104532,21,0.020618557,399986,8060
1807086,21,0.020527859,124413,1997
1943041,21,0.020325203,290745,7980
2021744,21,0.02027027,2999999,1997
2126023,21,0.020242915,349948,162Y
1922697,21,0.020231214,3115884,"1997, 7261"
2011117,21,0.019920319,415999,8060
1750038,21,0.019762846,2170960,1668
1922666,21,0.019390582,2980383,"1997, 7261"
1946607,21,0.019354839,1634366,1668
1828993,21,0.019354839,3.00E+06,"1997, 7261"
1954978,21,0.019354839,5.00E+05,1997
1937612,21,0.019230769,998257,7980
1903152,21,0.018987342,36907,7261
2022190,21,0.01891253,3.00E+06,"104Y, 1997"
2123024,21,0.018867925,59286,1668
1828974,21,0.018766756,3020324,"1997, 7261"
2021871,21,0.018421053,2999289,1997
2043237,21,0.018348624,1422198,1668
1937714,21,0.018181818,349667,7980
1856189,21,0.018126888,499797,"1997, 7261"
2105489,21,0.018087855,499870,1997
1940221,21,0.018072289,83755,7980
2055062,21,0.018050542,1109100,7980
1806323,21,0.018018018,499997,"1997, 7261"
2031066,21,0.017921147,263216,7980
2105555,21,0.017921147,332184,1997
1842287,21,0.017921147,568831,"1536, 1668, 7412"
2043095,21,0.017699115,1352250,1668
1946553,21,0.017667845,1756591,1668
2125748,21,0.017632242,2984140,1997
2126059,21,0.017605634,325009,162Y
2125677,21,0.01758794,3.00E+06,1997
1922551,21,0.01744186,2998051,"1997, 7261"
1846321,21,0.017241379,379809,7980
1844136,21,0.017241379,250685,8060
2125528,21,0.017142857,2999967,1997
2021900,21,0.016997167,2994994,1997
2041960,21,0.016997167,316000,8060
1920560,21,0.016990291,1489273,7980
1922591,21,0.016949153,1560000,1997
1922202,21,0.016949153,2324333,"1668, 8060"
2125872,21,0.016746411,3.00E+06,"1997, 9150"
2126031,21,0.016556291,293442,162Y
1829071,21,0.016393443,3.00E+06,"1997, 7261"
2037360,21,0.016260163,236486,"162y, 7980"
1919326,21,0.016216216,694964,7980
2115025,21,0.016129032,299941,8060
2114936,21,0.015974441,NA,NA
2105661,21,0.015974441,420299,1997
1760894,21,0.015957447,2474180,7980
2114789,21,0.015923567,3.00E+05,8060
1947295,21,0.015923567,444665,8060
1954259,21,0.015873016,499145,8060
1926789,21,0.015810277,999834,"7980, 8624"
1922004,21,0.015748031,3.00E+06,"1997, 7261"
1946442,21,0.015625,1617544,1668
2125764,21,0.015479876,3.00E+06,"107Y, 1997"
2022138,21,0.015432099,3.00E+06,1997
1903423,21,0.015267176,499164,8060
2041856,21,0.015151515,554762110,7172
2114808,21,0.015060241,299987,8060
1828571,21,0.015015015,2998366,"1997, 7261"
1761251,21,0.014981273,169057,7980
2028397,21,0.014925373,397826,8060
1922291,21,0.014925373,2026410,1668
1926736,21,0.014925373,393394,"7980, 8624"
1922560,21,0.014880952,2999379,"1997, 7261"
2042996,21,0.014869888,954746,1668
2041788,21,0.014814815,299777,8060
1855925,21,0.014652015,499174,"1997, 7261"
1928820,21,0.014285714,233212,7261
1922180,21,0.014084507,2764115,1668
2120888,21,0.01396648,459224,162Y
1835309,21,0.01396648,999375,"7980, 8624"
2112689,21,0.013937282,48765,7980
1806664,21,0.013793103,433997,"1997, 7261"
2125858,21,0.013774105,2415108,1997
2021874,21,0.013667426,2999878,1997
2025349,21,0.013377926,232866,162Y
1946619,21,0.013333333,1290495,1668
1723734,21,0.013333333,499287,1668
2139901,21,0.013333333,NA,NA
2140003,21,0.013333333,NA,NA
1921576,21,0.013289037,2732877,1668
1842096,21,0.013157895,7564135,"1536, 1668, 7412"
2113839,21,0.013071895,215000,8060
2024020,21,0.012779553,313087,162Y
1946493,21,0.012698413,837422,1668
2025046,21,0.012690355,277359,162Y
2032122,21,0.012658228,145000,7980
1956114,21,0.012605042,828194,7980
2105721,21,0.012531328,499749,1997
1761158,21,0.012448133,477224,7980
2113803,21,0.012269939,299995,8060
2000599,21,0.012158055,831276,7980
1937251,21,0.012121212,1195630,"162Y, 7980"
1955049,21,0.012084592,499449,1997
1820531,21,0.012,5.00E+05,1668
2125921,21,0.011976048,1969598,"1997, 7959"
2100355,21,0.01183432,487909,7980
1819521,21,0.011811024,NA,NA
1937778,21,0.01179941,385300,"162Y, 7980"
2000388,21,0.01179941,1328108,"7645, 7980"
1922072,21,0.011673152,2574236,1668
1934285,21,0.011538462,498907,8060
1922642,21,0.011527378,3.00E+06,"1997, 7261"
1920529,21,0.011494253,673249,7980
2113955,21,0.011450382,299999,8060
1828910,21,0.011363636,3057335,"1997, 7261"
1937490,21,0.011278195,1425654,7980
1820685,21,0.011235955,499964,1668
2043084,21,0.011111111,1518705,1668
2042882,21,0.011080332,1348615,1668
1842074,21,0.011029412,NA,NA
2022055,21,0.010810811,2999859,"054Y, 1997"
2125644,21,0.010752688,3.00E+06,1997
1855841,21,0.010600707,331009,"1997, 7261"
2021693,21,0.010582011,2748866,1997
2054920,21,0.010416667,NA,NA
2039445,21,0.010380623,3.00E+05,8060
1920550,21,0.010309278,1421955,7980
1856346,21,0.010273973,959082,"1997, 7261"
2100139,21,0.010238908,1334745,"125Y, 7980"
1760831,21,0.010178117,733392,7980
2114911,21,0.010169492,299557,8060
2039605,21,0.00990099,299566,8060
1807056,21,0.009868421,498950,"1997, 7261"
2138250,21,0.009836066,99879,1997
1822030,21,0.009836066,37167,"1997, 7980"
2125684,21,0.00982801,1999736,1997
2022036,21,0.009756098,2998915,1997
1914613,21,0.00974026,497356,"7412, 8060"
1956193,21,0.009708738,NA,NA
2025257,21,0.009677419,228379,162Y
2025162,21,0.009646302,348866,162Y
1921485,21,0.00955414,2445818,1668
1828466,21,0.00952381,2998314,"1997, 7261"
2038483,21,0.009493671,297719,8060
2042700,21,0.009493671,2200200,1668
2114660,21,0.009463722,304761,162Y
2105635,21,0.009433962,499997,1997
2043302,21,0.009404389,907904,1668
1946599,21,0.009404389,1650474,1668
2042416,21,0.009345794,1396284,1668
2125940,21,0.009259259,335948,162Y
2105251,21,0.009230769,5.00E+05,1997
1922398,21,0.009174312,2574805,1668
2000483,21,0.009174312,939673,7980
1856384,21,0.009174312,499898,"1997, 7261"
1820686,21,0.00913242,498425,1668
2021791,21,0.009118541,2999999,"1997, 7275"
1820640,21,0.008928571,497000,1668
1919004,21,0.008928571,541524,8060
2100134,21,0.00877193,399826,1668
1954923,21,0.008746356,5.00E+05,1997
2032292,21,0.00872093,4.00E+05,
2029632,21,0.00862069,4.00E+05,8060
1754054,21,0.008438819,2502208,1668
2048018,21,0.008426966,245220,7980
2043106,21,0.008403361,1383804,
1946537,21,0.008333333,1457244,1668
1953525,21,0.008264463,1376908,"1997, 7980"
1829075,21,0.008241758,2899112,"1997, 7261, 7699"
2125865,21,0.008219178,2999920,1997
1931800,21,0.008163265,499595,8060
2021628,21,0.008108108,3.00E+06,1997
1927550,21,0.008064516,481761,8060
1828010,21,0.007832898,2999997,"062Y, 1997, 7259, 7261"
1806607,21,0.0078125,598989,"1997, 7261"
1922687,21,0.007772021,2998770,"1997, 7261"
2115028,21,0.007722008,297712,8060
2039408,21,0.007692308,299810,8060
1922169,21,0.007604563,2391193,1668
1754092,21,0.007407407,4099434,1668
2105723,21,0.007380074,5.00E+05,1997
2121898,21,0.007272727,227519,162Y
1954776,21,0.007220217,512063,1997
2043324,21,0.007168459,1917081,1668
2125758,21,0.007125891,2999701,1997
2041970,21,0.007067138,299945,8060
1841792,21,0.006896552,246863,7980
1760993,21,0.006849315,1465787,7980
2114981,21,0.006825939,299481,8060
2100343,21,0.006802721,655321,7980
2024584,21,0.006802721,193853,162Y
1937738,21,0.006734007,342101,7980
2030148,21,0.006711409,200466,1997
1760884,21,0.006578947,499996,7980
1922579,21,0.006557377,2822789,"1997, 7261"
1954946,21,0.006410256,499978,1997
1806908,21,0.006389776,490101,"1997, 7261"
2100234,21,0.006389776,882756,7980
1922658,21,0.006369427,3.00E+06,1997
1954836,21,0.006349206,497799,1997
2114680,21,0.006309148,298214,8060
1753681,21,0.006309148,3003088,1668
2028426,21,0.00617284,399203,"055Y, 1998, 8060"
2114952,21,0.006116208,3.00E+05,8060
2105254,21,0.006116208,NA,NA
2105726,21,0.006116208,458240,1997
1955109,21,0.006097561,5.00E+05,1997
1946650,21,0.006006006,976616,1668
1855886,21,0.005988024,499649,"1997, 7261"
1955062,21,0.005988024,389619,1997
2023234,21,0.005952381,349552,162Y
1828902,21,0.005934718,2994781,"1997, 7261"
2125295,21,0.00591716,2999513,1997
2000750,21,0.005780347,512509,7980
2000847,21,0.005698006,690027,7980
1946557,21,0.005479452,1062699,1668
2125798,21,0.005449591,3.00E+06,1997
2043104,21,0.005376344,1324935,1668
1855978,21,0.004938272,389708,"1997, 7261"
1922694,21,0.004901961,2998456,"1997, 7261"
1806593,21,0.004728132,478443,"1997, 7261"
2140003,22,0.386666667,NA,NA
2139901,22,0.38,NA,NA
1914613,22,0.350649351,497356,"7412, 8060"
1842096,22,0.342105263,7564135,"1536, 1668, 7412"
2041856,22,0.295454545,554762110,7172
1842287,22,0.229390681,568831,"1536, 1668, 7412"
1842074,22,0.224264706,NA,NA
1760993,22,0.212328767,1465787,7980
2043084,22,0.177777778,1518705,1668
1940221,22,0.168674699,83755,7980
2100343,22,0.166666667,655321,7980
1953525,22,0.157024793,1376908,"1997, 7980"
2043237,22,0.143730887,1422198,1668
2043022,22,0.132307692,957943,
2042882,22,0.130193906,1348615,1668
1927550,22,0.112903226,481761,8060
2043095,22,0.100294985,1352250,1668
1753983,22,0.090497738,3080555,1668
1921840,22,0.08994709,2527837,1668
1922180,22,0.088028169,2764115,1668
2104532,22,0.085910653,399986,8060
1723734,22,0.08,499287,1668
1922169,22,0.079847909,2391193,1668
1921485,22,0.079617834,2445818,1668
1806593,22,0.075650118,478443,"1997, 7261"
1920560,22,0.072815534,1489273,7980
1753900,22,0.071895425,4164665,1668
1937251,22,0.06969697,1195630,"162Y, 7980"
2037360,22,0.069105691,236486,"162y, 7980"
2125758,22,0.066508314,2999701,1997
2043250,22,0.06557377,1540696,1668
1922072,22,0.062256809,2574236,1668
1912753,22,0.061611374,481360,8060
1946537,22,0.061111111,1457244,1668
1947295,22,0.060509554,444665,8060
2114200,22,0.060498221,399674,8060
1828820,22,0.058333333,2997865,"1997, 7261"
2000483,22,0.058103976,939673,7980
2125924,22,0.05704698,3.00E+06,"1253, 1997"
1946442,22,0.05625,1617544,1668
2043106,22,0.056022409,1383804,
2025046,22,0.055837563,277359,162Y
2125764,22,0.055727554,3.00E+06,"107Y, 1997"
1954978,22,0.05483871,5.00E+05,1997
2100139,22,0.054607509,1334745,"125Y, 7980"
1856189,22,0.054380665,499797,"1997, 7261"
1761008,22,0.051903114,2534716,7980
1841792,22,0.051724138,246863,7980
1806908,22,0.051118211,490101,"1997, 7261"
2032122,22,0.050632911,145000,7980
2022168,22,0.050420168,3.00E+06,1997
2113955,22,0.049618321,299999,8060
1829008,22,0.048484848,2993421,"1997, 7261"
2000847,22,0.048433048,690027,7980
1828571,22,0.048048048,2998366,"1997, 7261"
2125921,22,0.047904192,1969598,"1997, 7959"
2021871,22,0.047368421,2999289,1997
2100155,22,0.046728972,764191,7980
2032292,22,0.046511628,4.00E+05,
1949922,22,0.046332046,318639,7980
2000750,22,0.046242775,512509,7980
1855841,22,0.045936396,331009,"1997, 7261"
1946553,22,0.045936396,1756591,1668
1822030,22,0.045901639,37167,"1997, 7980"
1821753,22,0.045248869,299935,8060
1754092,22,0.044444444,4099434,1668
2105723,22,0.044280443,5.00E+05,1997
1753681,22,0.044164038,3003088,1668
1820573,22,0.043478261,499853,1668
2037658,22,0.043137255,4.00E+05,8060
2039637,22,0.043076923,299987,8060
2123024,22,0.04245283,59286,1668
1922202,22,0.042372881,2324333,"1668, 8060"
2039408,22,0.042307692,299810,8060
2125606,22,0.041899441,2.00E+06,1997
2039634,22,0.041543027,3.00E+05,8060
2021585,22,0.041009464,2400000,1997
1915780,22,0.040983607,522175,8060
2125872,22,0.040669856,3.00E+06,"1997, 9150"
1937714,22,0.04,349667,7980
2105555,22,0.039426523,332184,1997
2125913,22,0.039393939,3.00E+06,1997
1922579,22,0.039344262,2822789,"1997, 7261"
2039288,22,0.039344262,299990,8060
2125684,22,0.039312039,1999736,1997
2105801,22,0.039215686,391012,8060
1946607,22,0.038709677,1634366,1668
1954836,22,0.038095238,497799,1997
1946493,22,0.038095238,837422,1668
1954923,22,0.037900875,5.00E+05,1997
2114660,22,0.03785489,304761,162Y
1921813,22,0.037815126,2383240,1668
2025686,22,0.036931818,NA,NA
1922598,22,0.036319613,2999928,"1997, 7261"
1829004,22,0.036312849,3069765,"1997, 7261"
2125703,22,0.036312849,925924,1997
1821841,22,0.035897436,279448,8060
1822567,22,0.035714286,420377,1668
1828902,22,0.035608309,2994781,"1997, 7261"
2041970,22,0.035335689,299945,8060
1806904,22,0.035211268,440743,"1997, 7261"
2100234,22,0.03514377,882756,7980
2017950,22,0.035087719,200562,7980
1922270,22,0.034810127,849138,1668
2021693,22,0.034391534,2748866,1997
1806815,22,0.034375,499908,"1997, 7261"
1937490,22,0.033834586,1425654,7980
1820666,22,0.033755274,882952,1668
1820685,22,0.033707865,499964,1668
1761251,22,0.033707865,169057,7980
2114952,22,0.033639144,3.00E+05,8060
1956114,22,0.033613445,828194,7980
1931724,22,0.033613445,532000,8060
1922291,22,0.03358209,2026410,1668
2030148,22,0.033557047,200466,1997
1955109,22,0.033536585,5.00E+05,1997
1934782,22,0.033333333,316000,1668
1955049,22,0.033232628,499449,1997
1926736,22,0.032835821,393394,"7980, 8624"
2031066,22,0.032258065,263216,7980
2115025,22,0.032258065,299941,8060
1828974,22,0.032171582,3020324,"1997, 7261"
1821788,22,0.032085561,315984,8060
2114789,22,0.031847134,3.00E+05,8060
2029632,22,0.031609195,4.00E+05,8060
2114892,22,0.031034483,299993,8060
2028426,22,0.030864198,399203,"055Y, 1998, 8060"
2114981,22,0.030716724,299481,8060
2024584,22,0.030612245,193853,162Y
2114911,22,0.030508475,299557,8060
1821744,22,0.030456853,3.00E+05,8060
2122416,22,0.030188679,499971,8060
1946557,22,0.030136986,1062699,1668
1912474,22,0.029891304,1367185,7980
1820609,22,0.029661017,499594,1668
1842678,22,0.029661017,20000,1668
1954776,22,0.028880866,512063,1997
1954967,22,0.028818444,495993,1997
1846321,22,0.028735632,379809,7980
1806607,22,0.028645833,598989,"1997, 7261"
1806705,22,0.028268551,580188,1997
1828822,22,0.028213166,3018896,"1997, 7261"
1754085,22,0.028070175,2209592,1668
1820531,22,0.028,5.00E+05,1668
2011117,22,0.027888446,415999,8060
2125727,22,0.027692308,2998922,1997
2039445,22,0.027681661,3.00E+05,8060
1819521,22,0.027559055,NA,NA
1922398,22,0.027522936,2574805,1668
1824258,22,0.02745098,299947,8060
1820686,22,0.02739726,498425,1668
2125798,22,0.027247956,3.00E+06,1997
2114974,22,0.027027027,299934,8060
1922649,22,0.026385224,2999967,"1997, 7261"
2028397,22,0.026119403,397826,8060
2042996,22,0.026022305,954746,1668
2041788,22,0.025925926,299777,8060
2125510,22,0.025280899,1999902,1997
2055062,22,0.025270758,1109100,7980
2000865,22,0.024911032,496963,7980
2030313,22,0.024813896,163033,1997
1828149,22,0.024793388,2999967,"1997, 7261"
1855978,22,0.024691358,389708,"1997, 7261"
2000599,22,0.024316109,831276,7980
1922560,22,0.023809524,2999379,"1997, 7261"
1750038,22,0.023715415,2170960,1668
1821666,22,0.023622047,3.00E+05,8060
1828869,22,0.023188406,2997405,"1997, 7261"
2117073,22,0.023178808,492892,8060
2126031,22,0.023178808,293442,162Y
2115028,22,0.023166023,297712,8060
1829071,22,0.02295082,3.00E+06,"1997, 7261"
1903423,22,0.022900763,499164,8060
2021874,22,0.022779043,2999878,1997
1922512,22,0.022727273,2999661,"1997, 7261"
1922666,22,0.022160665,2980383,"1997, 7261"
1946599,22,0.021943574,1650474,1668
2125868,22,0.021582734,2999658,"104Y, 1997"
2113803,22,0.021472393,299995,8060
2125733,22,0.021341463,3.00E+06,1997
1806323,22,0.021021021,499997,"1997, 7261"
1856302,22,0.020833333,499835,"1997, 7261"
1761158,22,0.020746888,477224,7980
1920550,22,0.020618557,1421955,7980
1907537,22,0.020491803,320446,8060
1901733,22,0.020408163,43831,8060
2125528,22,0.02,2999967,1997
1760884,22,0.019736842,499996,7980
2120888,22,0.019553073,459224,162Y
2114824,22,0.01953125,312568,"054y, 8060"
1954946,22,0.019230769,499978,1997
2054968,22,0.019169329,113025,8060
1821560,22,0.019138756,299999,8060
1954259,22,0.019047619,499145,8060
1828466,22,0.019047619,2998314,"1997, 7261"
2038483,22,0.018987342,297719,8060
1922761,22,0.018867925,2999998,"1997, 7261"
1922639,22,0.018867925,2999967,"1997, 7261"
2043302,22,0.018808777,907904,1668
1848789,22,0.018808777,30258,1997
2042416,22,0.018691589,1396284,1668
1946619,22,0.018666667,1290495,1668
1761249,22,0.018404908,492531,7980
2039606,22,0.018404908,308000,8060
1856384,22,0.018348624,499898,"1997, 7261"
1856394,22,0.018292683,499957,"1997, 7261"
1828010,22,0.018276762,2999997,"062Y, 1997, 7259, 7261"
1900210,22,0.018181818,3.00E+05,8060
1855886,22,0.017964072,499649,"1997, 7261"
1760831,22,0.017811705,733392,7980
2125483,22,0.017777778,349948,162Y
1937778,22,0.017699115,385300,"162Y, 7980"
2126059,22,0.017605634,325009,162Y
2021713,22,0.017595308,2998114,"054Y, 104Y, 1997"
1856346,22,0.017123288,959082,"1997, 7261"
2022040,22,0.017094017,2999525,1997
1754014,22,0.016949153,3133673,1668
1754054,22,0.016877637,2502208,1668
1937738,22,0.016835017,342101,7980
1835309,22,0.016759777,999375,"7980, 8624"
2025349,22,0.016722408,232866,162Y
1914771,22,0.01659751,1683319,1668
1937612,22,0.016483516,998257,7980
2125865,22,0.016438356,2999920,1997
1921726,22,0.016233766,4191301,1668
